Video ID,Title,Description,Category,Duration (seconds),Publish Date,Publish Time (24h),Views,Likes,Comments,Default Audio Language,Channel Title,Channel Subscribers,Total Videos Posted,Channel Views,Channel Creation Date,Channel Country,Title Length,Hashtag Count,Description Present,Duration Category,Day of Week,Month,Quarter,Year,Video Age (days),Engagement Rate,Channel Title Length,Channel Size,Average Video Views,Channel Age (days),Category Definition,Audio Language Name,Channel Country Name,Publish Hour,Time of Day,Sentiment Polarity,Sentiment Category
ff04ecF9Dfw,Simmerstats: The genius old tech that controls your stovetop,Hehe. Doody cycle. Links 'n' stuff: My video on turn signal flashers https://youtu.be/2z5A-COlDPk The US electrical system and ...,28,2191,2024-04-24,15:08:46,1557923,53166,4237,en,Technology Connections,2630000,210,343509648,2014-11-09,US,60,0,Yes,Long,Wednesday,April,2,2024,270,3.6845851816809905,22,<10M,1635760.22857142,3724,Science & Technology,English,United States,15,Afternoon,0.1,Positive
LWEDJ_YgEaA,I built the Dream Smart Kitchen,"not bad ninja, not bad at all Take your cleaning to the next level this holiday season! https://roborock.pxf.io/POzk1R - From now ...",28,1376,2024-12-21,13:35:57,3834238,125550,7162,en-GB,Mrwhosetheboss,20400000,1765,6510896239,2011-04-20,GB,31,0,Yes,Medium,Saturday,December,4,2024,29,3.46123532237696,14,10M+,3688893.05325779,5023,Science & Technology,English (British),United Kingdom,13,Afternoon,0.214285714285714,Positive
gfOD-Qpl6eg,Technology Size Comparison  🤯🤯  3D Animation,"How small is a TRANSISTOR exactly? Companies like Intel and AMD talk about transistors being 2 or 3 nanometers large, but is ...",28,232,2022-06-17,17:32:44,1521688,66666,1438,en,Branch Education,2230000,46,84994383,2018-05-14,US,44,0,Yes,Short,Friday,June,2,2022,947,4.47555609297043,16,<10M,1847703.97826086,2442,Science & Technology,English,United States,17,Afternoon,0.0,Neutral
AClfhmJYyNc,I bought the World&#39;s RAREST Tech!,I bought the rarest tech in the world from all your favourite brands - enjoy :) Exclusive Prime Day deal for Insta360 GO 3S till July ...,28,2394,2024-07-04,10:38:25,8317590,191076,7349,en-GB,Mrwhosetheboss,20400000,1765,6510896239,2011-04-20,GB,37,1,Yes,Long,Thursday,July,3,2024,199,2.3856068885338098,14,10M+,3688893.05325779,5023,Science & Technology,English (British),United Kingdom,10,Morning,0.0,Neutral
kh8g92rn7bQ,The Rise And Fall of the &quot;Tech Bro&quot;,Remove your personal information from the web at https://joindeleteme.com/HMW and use code HMW for 20% off DeleteMe ...,27,696,2024-09-12,14:36:48,1405233,37798,3270,en,How Money Works,1290000,243,179219320,2018-12-20,US,45,0,Yes,Medium,Thursday,September,3,2024,129,2.92250466648591,15,<10M,737528.065843621,2222,Education,English,United States,14,Afternoon,0.0,Neutral
_-2CJhPX_VI,Primitive Technology: Two Walled Tiled Hut,Primitive Technology: Two Walled Tilled Hut Subscribe: http://bit.ly/subPT | Never miss a video! Enable 'ALL' Notifications! Watch ...,28,2887,2024-12-05,21:26:25,1432655,60500,3480,en,Primitive Technology,10900000,86,1161740865,2015-05-01,AU,42,0,Yes,Long,Thursday,December,4,2024,45,4.46583441233234,20,10M+,13508614.7093023,3551,Science & Technology,English,Australia,21,Night,0.0,Neutral
NodhOE6U8zM,Project Looking Glass and Time Technology - ROBERT SEPEHR,Project Looking Glass is described as a supposed secretive government project involving time travel or future prediction ...,27,3251,2024-12-05,17:00:06,187761,11436,1351,en,Robert Sepehr,496000,366,55599994,2012-12-23,US,57,0,Yes,Long,Thursday,December,4,2024,45,6.810253460516289,13,<1M,151912.551912568,4410,Education,English,United States,17,Afternoon,0.0,Neutral
FCyOgUke1P4,The most ridiculous tech at CES 2025,"Welcome to the wonderful world of futuristic, innovative, and mostly ridiculous tech lol. Thanks to AUKEY for sponsoring this video!",28,635,2025-01-08,18:55:07,113113,2505,231,Unknown,mryeester,1390000,843,1823704157,2020-02-27,US,36,0,Yes,Medium,Wednesday,January,1,2025,11,2.41882011793516,9,<10M,2163350.12692763,1788,Science & Technology,Unknown,United States,18,Evening,0.0833333333333333,Positive
JhHMJCUmq28,Quantum Computers Explained – Limits of Human Technology,Where are the limits of human technology? And can we somehow avoid them? This is where quantum computers become very ...,27,437,2015-12-08,15:32:12,18931313,450974,18921,en,Kurzgesagt – In a Nutshell,23500000,267,3113798818,2013-07-09,DE,56,0,Yes,Medium,Tuesday,December,4,2015,3330,2.48210464852596,26,10M+,11662167.8576779,4212,Education,English,Germany,15,Afternoon,0.0,Neutral
Ym3tDIzueBU,Really Tiny Spy Technology,For almost 100 years microdots were used by spys all around the world to send secret messages in a way that was incredibly ...,28,50,2024-09-16,02:10:52,5234602,238815,1512,en,The Thought Emporium,1980000,156,267507475,2010-05-11,Unknown,26,0,Yes,Very Short,Monday,September,3,2024,125,4.59112268707343,20,<10M,1714791.50641025,5367,Science & Technology,English,Unknown,2,Night,0.0,Neutral
L190UWL934c,I built the Dream Smart Home Gym,Shoutout to @JeffNippard and @Browney for the help! Download Opera Browser for free ...,28,1414,2024-12-28,14:06:43,2662733,95815,4492,en-GB,Mrwhosetheboss,20400000,1765,6510896239,2011-04-20,GB,32,0,Yes,Medium,Saturday,December,4,2024,22,3.76706939824608,14,10M+,3688893.05325779,5023,Science & Technology,English (British),United Kingdom,14,Afternoon,0.214285714285714,Positive
rzFKuRWktCo,"Crooked m2 slot on HP laptop makes me uncomfortable, #technology #tech #computer #shorts",,23,18,2023-04-12,12:28:00,3680678,181715,2064,Unknown,Salem Techsperts,1710000,389,734959456,2014-10-15,US,88,4,No,Very Short,Wednesday,April,2,2023,648,4.9930746454865105,16,<10M,1889355.92802056,3749,Comedy,Unknown,United States,12,Afternoon,-0.25,Negative
1Nef8LPO-jo,5 ILLEGAL gadgets that will get you ARRESTED,"shorts #technology I spend a LOT of time trying to make my videos as concise, polished and useful as possible for you - if you ...",28,47,2022-11-01,11:00:06,79823470,4154791,6324,en-GB,Mrwhosetheboss,20400000,1765,6510896239,2011-04-20,GB,44,0,Yes,Very Short,Tuesday,November,4,2022,810,5.21289665808815,14,10M+,3688893.05325779,5023,Science & Technology,English (British),United Kingdom,11,Morning,-0.5,Negative
zsA3X40nz9w,Duracell PowerCheck: A genius idea which didn&#39;t last that long,Press dots to check. The referenced Tedium article: https://tedium.co/2021/01/20/on-battery-power-meter-history/ other links 'n' ...,28,973,2024-10-08,17:27:27,3934043,167402,11938,en,Technology Connections,2630000,210,343509648,2014-11-09,US,66,1,Yes,Medium,Tuesday,October,4,2024,103,4.5586690333583,22,<10M,1635760.22857142,3724,Science & Technology,English,United States,17,Afternoon,-0.025,Negative
YIpMApW9Q_o,What is a diode? #technology #electronics #engineering,,27,44,2023-08-31,13:30:30,3304908,197620,763,en-GB,The Engineering Mindset,3830000,304,281676922,2015-06-14,Unknown,54,3,No,Very Short,Thursday,August,3,2023,507,6.0026784406706595,23,<10M,926568.822368421,3507,Education,English (British),Unknown,13,Afternoon,0.0,Neutral
kQo-YJl-Rl8,"State of Tech 2025: Coding is Dead, H1B&#39;s, Bitcoin.",Follow me on social media: https://x.com/techleadhd https://instagram.com/techleadhd.,27,843,2025-01-06,21:59:41,288192,15849,3822,en,TechLead,1460000,39,25905947,2016-09-20,US,55,1,Yes,Medium,Monday,January,1,2025,13,6.825657894736841,8,<10M,664255.051282051,3043,Education,English,United States,21,Night,-0.2,Negative
jSFo_92cJ-U,Thorium Reactors: Why is this Technology Quite So Exciting,"Is thorium the key to safe, sustainable nuclear power? Explore its history, game-changing potential, and the global race to harness ...",27,1271,2024-12-04,20:00:21,1748573,54473,5028,Unknown,Megaprojects,1360000,749,276209223,2020-03-25,CZ,58,0,Yes,Medium,Wednesday,December,4,2024,46,3.4028319092196897,12,<10M,368770.658210947,1761,Education,Unknown,Czech Republic,20,Evening,0.3,Positive
RWbvNuEwXVc,This is NOT a smartphone🤔#tech,This device looks like a smartphone but is actually a remote for the XREAL air 2 pro AR glasses! The XREAL beam pro and air 2 ...,28,35,2024-08-25,15:29:58,9624875,428325,1402,Unknown,JMTech,128000,603,107314883,2022-01-20,US,30,1,Yes,Very Short,Sunday,August,3,2024,147,4.46475408771542,6,<1M,177968.296849087,1095,Science & Technology,Unknown,United States,15,Afternoon,0.0,Neutral
5g63d7SnvkY,new $16K USD Unitree Humanoid AI Robot #robotics #ai,SUBSCRIBE for more AI updates! Learn more about AI Robotics! https://amzn.to/4edfJ96 -------- Best GPUs for local AI! Intel Arc ...,28,19,2024-05-15,23:55:27,25520781,349893,851,en,Ai Flux,80600,1050,31626705,2022-09-28,US,52,2,Yes,Very Short,Wednesday,May,2,2024,249,1.37434665498677,7,<100k,30120.6714285714,844,Science & Technology,English,United States,23,Night,0.136363636363636,Positive
pQudr-WxZCI,Modern Light Rail Super Cool  #technology #cool #amazingfacts,ßq§ðdð2865pui1 die 0. ?1??. . . . . 69o7961q1q1i9        . . . . . . . . .I \ ' .- thank / . .,10,11,2024-10-23,11:55:47,17286915,108031,274,en-CA,farmya,8090000,3410,10016401734,2021-07-06,Unknown,61,3,Yes,Very Short,Wednesday,October,4,2024,88,0.6265143317937291,6,<10M,2937361.21231671,1293,Music,English (Canadian),Unknown,11,Morning,0.326666666666666,Positive
-ttJ2zC0CRE,APPLE&#39;S AR GLASSES ARE INSANE,shorts.,27,15,2022-07-04,17:38:04,1191313,47686,1009,en,Nathan Espinoza,1560000,416,1200975101,2020-05-18,US,33,1,Yes,Very Short,Monday,July,3,2022,930,4.08750680971331,15,<10M,2886959.37740384,1707,Education,English,United States,17,Afternoon,-1.0,Negative
pioXo0VtZSc,"Quantum Computing: The Future of Technology, with Michio Kaku and Joe Rogan",Join Joe Rogan and Michio Kaku as they explore the incredible capabilities of quantum computing. Quantum computers compute ...,28,60,2023-05-04,19:00:16,2479808,98155,2122,en-GB,Science Fun Facts,95600,69,30293013,2019-04-04,DE,75,0,Yes,Very Short,Thursday,May,2,2023,626,4.04374048313417,17,<100k,439029.173913043,2117,Science & Technology,English (British),Germany,19,Evening,0.0,Neutral
L4pEorJZ1a0,Demonstrating atmospheric pressure 💨🧪 #science #physics #scienceexperiment #sciencefacts,Follow us on Tiktok: https://www.tiktok.com/@imaginationstation419 Instagram: ...,28,30,2024-04-30,16:46:56,22590338,376277,3769,en,Imagination Station Toledo,362000,942,145544828,2011-10-10,US,88,4,Yes,Very Short,Tuesday,April,2,2024,264,1.68233870604326,26,<1M,154506.186836518,4850,Science & Technology,English,United States,16,Afternoon,0.0,Neutral
Xu-QfE_1ksk,The science of laughter - Sasha Winkler,"Explore the common scientific theories about why humans laugh, and how this universal behavior evolved. -- Isn't it odd that, ...",27,332,2023-12-21,16:01:32,1089374,31489,624,en,TED-Ed,20900000,2222,4156804074,2011-03-01,US,39,0,Yes,Medium,Thursday,December,4,2023,395,2.94783976852761,6,10M+,1870748.90819081,5073,Education,English,United States,16,Afternoon,0.0,Neutral
ABwkqQqroxk,The 5 Biggest Physics Mysteries #science #physics,Check out my new quiz app ➜ http://quizwithit.com/ Support me on Donatebox ➜ https://donorbox.org/swtg Transcripts and ...,28,59,2024-03-18,16:00:06,902739,49595,2982,en,Sabine Hossenfelder,1590000,749,242553716,2007-01-13,DE,49,2,Yes,Very Short,Monday,March,1,2024,307,5.82416401639898,19,<10M,323836.736982643,6581,Science & Technology,English,Germany,16,Afternoon,0.0,Neutral
AWrrfRHLm3s,Why you should not study science,YAEY.,23,27,2024-10-22,13:30:10,5278982,149018,1563,en-US,im_siowei,13400000,930,12828112481,2022-10-07,US,32,0,Yes,Very Short,Tuesday,October,4,2024,89,2.85246284226769,9,10M+,13793669.3344086,835,Comedy,English (American),United States,13,Afternoon,0.0,Neutral
XK4yjmApcHo,The Strange Science of Why We Dream,Take the PBS Digital Studios audience survey: https://to.pbs.org/2021survey We're on PATREON! Join the community ...,27,902,2021-12-22,16:36:19,3456128,88381,3794,en,Be Smart,5310000,470,678111786,2012-03-17,US,35,0,Yes,Medium,Wednesday,December,4,2021,1124,2.66700191659568,8,<10M,1442791.03404255,4691,Education,English,United States,16,Afternoon,-0.05,Negative
29v8Da8mhF4,Science Experiment Fail #science #fail #bowling,,24,14,2024-09-25,22:20:40,61439825,3046124,29606,Unknown,Ross Smith,5090000,585,2638005593,2014-07-11,US,47,3,No,Very Short,Wednesday,September,3,2024,116,5.0060852224107,10,<10M,4509411.27008547,3845,Entertainment,Unknown,United States,22,Night,-0.5,Negative
HwYkiYaGuLE,I tried to make home snow🥶 #shorts #experiments #science #5minutemagic,"This video is made for entertainment purposes. We do not make any warranties about the completeness, safety and reliability.",26,20,2021-11-20,12:23:45,7526769,142650,1294,en,5-MINUTE MAGIC,5460000,4487,1611494205,2018-06-06,US,70,4,Yes,Very Short,Saturday,November,4,2021,1156,1.91242749711064,14,<10M,359147.360151548,2419,How-to & Style,English,United States,12,Afternoon,0.0,Neutral
3I5QHFRmUcc,The Levitating Water Experiment.... What&#39;s the secret? #water #science #isitice,What's Steve doing now? ▻ https://linktr.ee/stevespangler Other Channels… The Spangler Effect ...,27,25,2023-08-24,16:58:43,1217165,28243,596,Unknown,Sick Science!,2100000,762,1595224323,2007-06-14,US,83,4,Yes,Very Short,Thursday,August,3,2023,514,2.36935830392756,13,<10M,2093470.24015748,6429,Education,Unknown,United States,16,Afternoon,-0.4,Negative
-qU9x9fbfY0,The science you need,Stay up-to-date with the latest news on EU-funded research and innovation projects! Subscribe to our #newsletter for ...,28,32,2025-01-13,13:18:11,35992,0,0,en,HORIZON: the EU Research & Innovation magazine,439,579,14203012,2013-11-20,Unknown,20,0,Yes,Very Short,Monday,January,1,2025,6,0.0,47,<100k,24530.2452504317,4078,Science & Technology,English,Unknown,13,Afternoon,0.0,Neutral
ugQpfE1dBpI,SCIENCE EXPERIMENT,Science #Experiment￼ #scienceExperiment #scienceProject.,26,15,2021-06-23,22:30:43,2880013,75198,309,Unknown,Inventor 101,5820000,429,1837025105,2018-08-27,IE,18,0,Yes,Very Short,Wednesday,June,2,2021,1306,2.62175899900451,12,<10M,4282109.8018648,2337,How-to & Style,Unknown,Ireland,22,Night,0.0,Neutral
SbvAaDN1bpE,Why Scientists Are Puzzled By This Virus,Build a life of learning with Imprint. Go to https://imprintapp.com/Kurzgesagt_LIB to start your journey today! And don't forget: as a ...,27,644,2024-09-17,14:00:08,4053242,166753,4373,en,Kurzgesagt – In a Nutshell,23500000,267,3113798818,2013-07-09,DE,40,0,Yes,Medium,Tuesday,September,3,2024,124,4.22195368546955,26,10M+,11662167.8576779,4212,Education,English,Germany,14,Afternoon,0.0,Neutral
trGsFRV8HLM,Incredible display of a glowing plasma toroid! #science,"Marvel at the incredible sight of a floating plasma toroid, created by xenon gas within a custom-built globe. Join this channel to get ...",28,31,2024-07-24,16:29:54,5015527,264950,3570,en,The Royal Institution,1620000,1369,240389035,2009-09-16,GB,55,1,Yes,Very Short,Wednesday,July,3,2024,179,5.35377438901236,21,<10M,175594.620160701,5604,Science & Technology,English,United Kingdom,16,Afternoon,1.0,Positive
-M48RfaWcWA,Where Do Snowflakes Come From? | Weather Science | SciShow Kids,"Each snowflake is a six-pointed work of art, as cool and as individual as you are. But how does nature make snowflakes?",27,222,2015-08-10,18:55:42,1341972,4467,0,en,SciShow Kids,1280000,600,337720895,2014-07-10,US,63,0,Yes,Short,Monday,August,3,2015,3450,0.332868345986354,12,<10M,562868.158333333,3846,Education,English,United States,18,Evening,0.0,Neutral
DyTcH43pAHI,Science Project DIY Water Dispenser Machine || How to make water dispenser from cardboard #shorts,Science Project DIY Water Dispenser Machine || How to make water dispenser from cardboard #shorts #viral #trending ...,28,31,2024-08-15,09:10:47,2308391,55025,129,hi,Mr. RK Prajapati,3290000,446,830823626,2020-11-24,IN,97,1,Yes,Very Short,Thursday,August,3,2024,157,2.3892832713348797,16,<10M,1862833.24215246,1517,Science & Technology,Hindi,India,9,Morning,0.0,Neutral
ILrcYHO944o,Cool at home science experiment to try: Separating a banana’s DNA #shorts,Subscribe to Blossom: https://www.youtube.com/channel/UC2WuPTt0k8yDJpfenggOAVQ?sub_confirmation=1 About Blossom: ...,26,29,2023-09-18,19:30:02,68634013,2400591,5593,Unknown,Blossom,13000000,1309,5343709548,2017-06-01,US,73,1,Yes,Very Short,Monday,September,3,2023,489,3.5058186092076498,7,10M+,4082283.84110007,2789,How-to & Style,Unknown,United States,19,Evening,0.35,Positive
8vijNPoI2Po,4 Cool Gifts for Science Lovers! - May Edition #shorts #Science #gifts,,28,58,2024-05-31,20:07:10,30540383,1374923,4141,en-US,JaDropping Science,1660000,315,1194898546,2020-11-24,US,70,3,No,Very Short,Friday,May,2,2024,233,4.51554258504223,18,<10M,3793328.71746031,1517,Science & Technology,English (American),United States,20,Evening,0.4375,Positive
_kelDJFjhOo,The Perfect Sofa – According to Science #shorts,Mathematicians have spent over fifty years trying to find the magic formula for the sofa with the largest sitting area that can be ...,27,55,2024-09-05,14:00:37,5536508,351281,2713,en,Kurzgesagt – In a Nutshell,23500000,267,3113798818,2013-07-09,DE,47,1,Yes,Very Short,Thursday,September,3,2024,136,6.39381357346544,26,10M+,11662167.8576779,4212,Education,English,Germany,14,Afternoon,1.0,Positive
LX_kuBHi2yo,🧠 The Human Nervous System! 🧠 #brain #spinalcord #humanbody #anatomy #science #teacher #education,,27,60,2024-07-29,20:33:46,59335559,3387444,41413,Unknown,Nancy Bullard (Mrs. B TV),1000000,144,180802282,2012-01-10,US,97,7,No,Very Short,Monday,July,3,2024,174,5.77875570364138,25,<10M,1255571.40277777,4758,Education,Unknown,United States,20,Evening,0.0,Neutral
IkQNMYQ8EqY,5 New Scientific Discoveries in 2024,Explore the latest breakthroughs in science with us! From the mind-boggling discovery of the Big Ring in space to revolutionary ...,27,907,2024-04-14,18:00:13,2445737,48262,3292,Unknown,Sideprojects,1150000,731,256110592,2020-08-21,CZ,36,0,Yes,Medium,Sunday,April,2,2024,280,2.10791266599802,12,<10M,350356.487004103,1612,Education,Unknown,Czech Republic,18,Evening,0.136363636363636,Positive
9dMFxnpEkKc,Newton&#39;s Apple - Science Short,"MORE EXPERIMENTS: https://stevespangler.com/experiments/ Are you a teacher? Check out our 5E science lessons, escape ...",27,11,2023-03-15,19:00:05,407792,7577,105,Unknown,Sick Science!,2100000,762,1595224323,2007-06-14,US,34,1,Yes,Very Short,Wednesday,March,1,2023,676,1.88380350767057,13,<10M,2093470.24015748,6429,Education,Unknown,United States,19,Evening,0.0,Neutral
